n,objective,rank,value,lower_is_better,strategy_name,handoff_strategy_name,dataset_source,order_hash,order_compact,order_json,teacher_validation_status,completion_status,odb_extraction_status,solver_audit_status,job_name,source_run
40,constrained_reward,3,0.8723170731707317,False,S3R69SNR_N40_B01_n40_anchor_ref,S3R69SNR_N40_B01_n40_anchor_ref,run71_smallN_recovery_focused_batch40,98dc290342f4d5f2,0-2-4-7-9-11-13-15-17-19-34-38-36-32-30-28-26-24-22-20-18-16-14-12-10-8-6-5-3-1-21-23-25-27-29-31-33-35-39-37,"[0,2,4,7,9,11,13,15,17,19,34,38,36,32,30,28,26,24,22,20,18,16,14,12,10,8,6,5,3,1,21,23,25,27,29,31,33,35,39,37]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N40_B01_n40_anchor_ref,Run71
40,constrained_reward,4,0.8631707317073171,False,S3R59N40PR40_N40_B17_n40_two_stage,S3R59N40PR40_N40_B17_n40_two_stage,run61_custom_N40_focused_batch40,d48ea0f533c23728,0-2-4-7-9-11-13-15-17-19-34-36-38-32-30-28-26-24-22-20-18-16-14-12-10-8-6-5-3-1-21-23-25-27-29-31-33-35-37-39,"[0,2,4,7,9,11,13,15,17,19,34,36,38,32,30,28,26,24,22,20,18,16,14,12,10,8,6,5,3,1,21,23,25,27,29,31,33,35,37,39]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R59N40PR40_N40_B17_n40_two_stage,Run61
40,constrained_reward,5,0.8600000000000001,False,S3R64VNR_N40_B06_n40_penalty_anchor,S3R64VNR_N40_B06_n40_penalty_anchor,run66_variable_N_recovery_anchor_batch48,af289d6500456245,0-2-4-7-9-11-13-15-17-19-38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-5-3-1-21-23-25-27-29-31-33-35-37-39,"[0,2,4,7,9,11,13,15,17,19,38,36,34,32,30,28,26,24,22,20,18,16,14,12,10,8,6,5,3,1,21,23,25,27,29,31,33,35,37,39]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N40_B06_n40_penalty_anchor,Run66
40,strict_penalty_guard,1,0.8985365853658538,False,S3R64VNR_N40_B03_n40_penalty_anchor,S3R64VNR_N40_B03_n40_penalty_anchor,run66_variable_N_recovery_anchor_batch48,520a2adf7b065203,0-2-4-7-9-11-13-15-17-19-34-36-38-32-30-28-26-24-22-20-18-16-14-12-10-8-6-5-3-1-21-23-25-27-29-31-33-35-39-37,"[0,2,4,7,9,11,13,15,17,19,34,36,38,32,30,28,26,24,22,20,18,16,14,12,10,8,6,5,3,1,21,23,25,27,29,31,33,35,39,37]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N40_B03_n40_penalty_anchor,Run66
40,strict_penalty_guard,2,0.8770731707317074,False,S3R64VNR_N40_B12_n40_u2ret_anchor,S3R64VNR_N40_B12_n40_u2ret_anchor,run66_variable_N_recovery_anchor_batch48,d515702c8928ef8e,0-2-6-7-9-11-13-15-17-19-34-36-38-32-30-28-26-24-22-20-18-16-14-12-10-8-4-5-3-1-21-23-25-27-29-31-33-35-37-39,"[0,2,6,7,9,11,13,15,17,19,34,36,38,32,30,28,26,24,22,20,18,16,14,12,10,8,4,5,3,1,21,23,25,27,29,31,33,35,37,39]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N40_B12_n40_u2ret_anchor,Run66
40,strict_penalty_guard,3,0.8617073170731708,False,S3R69SNR_N40_B01_n40_anchor_ref,S3R69SNR_N40_B01_n40_anchor_ref,run71_smallN_recovery_focused_batch40,98dc290342f4d5f2,0-2-4-7-9-11-13-15-17-19-34-38-36-32-30-28-26-24-22-20-18-16-14-12-10-8-6-5-3-1-21-23-25-27-29-31-33-35-39-37,"[0,2,4,7,9,11,13,15,17,19,34,38,36,32,30,28,26,24,22,20,18,16,14,12,10,8,6,5,3,1,21,23,25,27,29,31,33,35,39,37]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N40_B01_n40_anchor_ref,Run71
40,strict_penalty_guard,4,0.8585365853658538,False,S3R64VNR_N40_B06_n40_penalty_anchor,S3R64VNR_N40_B06_n40_penalty_anchor,run66_variable_N_recovery_anchor_batch48,af289d6500456245,0-2-4-7-9-11-13-15-17-19-38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-5-3-1-21-23-25-27-29-31-33-35-37-39,"[0,2,4,7,9,11,13,15,17,19,38,36,34,32,30,28,26,24,22,20,18,16,14,12,10,8,6,5,3,1,21,23,25,27,29,31,33,35,37,39]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N40_B06_n40_penalty_anchor,Run66
40,strict_penalty_guard,5,0.8526829268292684,False,S3R64VNR_N40_B09_n40_twostage_anchor,S3R64VNR_N40_B09_n40_twostage_anchor,run66_variable_N_recovery_anchor_batch48,e3f5a4e0efaed659,0-2-4-7-9-11-13-15-17-19-32-38-36-34-30-28-26-24-22-20-18-16-14-12-10-8-6-5-3-1-21-23-25-27-29-31-33-35-37-39,"[0,2,4,7,9,11,13,15,17,19,32,38,36,34,30,28,26,24,22,20,18,16,14,12,10,8,6,5,3,1,21,23,25,27,29,31,33,35,37,39]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N40_B09_n40_twostage_anchor,Run66
40,penalty_repair,1,0.8760975609756098,False,S3R64VNR_N40_B03_n40_penalty_anchor,S3R64VNR_N40_B03_n40_penalty_anchor,run66_variable_N_recovery_anchor_batch48,520a2adf7b065203,0-2-4-7-9-11-13-15-17-19-34-36-38-32-30-28-26-24-22-20-18-16-14-12-10-8-6-5-3-1-21-23-25-27-29-31-33-35-39-37,"[0,2,4,7,9,11,13,15,17,19,34,36,38,32,30,28,26,24,22,20,18,16,14,12,10,8,6,5,3,1,21,23,25,27,29,31,33,35,39,37]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N40_B03_n40_penalty_anchor,Run66
40,penalty_repair,2,0.8514634146341463,False,S3R64VNR_N40_B12_n40_u2ret_anchor,S3R64VNR_N40_B12_n40_u2ret_anchor,run66_variable_N_recovery_anchor_batch48,d515702c8928ef8e,0-2-6-7-9-11-13-15-17-19-34-36-38-32-30-28-26-24-22-20-18-16-14-12-10-8-4-5-3-1-21-23-25-27-29-31-33-35-37-39,"[0,2,6,7,9,11,13,15,17,19,34,36,38,32,30,28,26,24,22,20,18,16,14,12,10,8,4,5,3,1,21,23,25,27,29,31,33,35,37,39]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N40_B12_n40_u2ret_anchor,Run66
40,penalty_repair,3,0.8463414634146341,False,S3R64VNR_N40_B06_n40_penalty_anchor,S3R64VNR_N40_B06_n40_penalty_anchor,run66_variable_N_recovery_anchor_batch48,af289d6500456245,0-2-4-7-9-11-13-15-17-19-38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-5-3-1-21-23-25-27-29-31-33-35-37-39,"[0,2,4,7,9,11,13,15,17,19,38,36,34,32,30,28,26,24,22,20,18,16,14,12,10,8,6,5,3,1,21,23,25,27,29,31,33,35,37,39]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N40_B06_n40_penalty_anchor,Run66
40,penalty_repair,4,0.838170731707317,False,S3R64VNR_N40_B09_n40_twostage_anchor,S3R64VNR_N40_B09_n40_twostage_anchor,run66_variable_N_recovery_anchor_batch48,e3f5a4e0efaed659,0-2-4-7-9-11-13-15-17-19-32-38-36-34-30-28-26-24-22-20-18-16-14-12-10-8-6-5-3-1-21-23-25-27-29-31-33-35-37-39,"[0,2,4,7,9,11,13,15,17,19,32,38,36,34,30,28,26,24,22,20,18,16,14,12,10,8,6,5,3,1,21,23,25,27,29,31,33,35,37,39]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N40_B09_n40_twostage_anchor,Run66
40,penalty_repair,5,0.8360975609756097,False,S3R54CAL64_N40_B11_penalty_repair,S3R54CAL64_N40_B11_penalty_repair,run56_calibrated_N24_N40_batch64,9511c31fe43af472,0-2-5-7-9-11-13-15-17-19-34-36-38-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-3-1-21-23-25-27-29-31-33-35-37-39,"[0,2,5,7,9,11,13,15,17,19,34,36,38,32,30,28,26,24,22,20,18,16,14,12,10,8,6,4,3,1,21,23,25,27,29,31,33,35,37,39]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R54CAL64_N40_B11_penalty_repair,Run56
